year,settlement,month_start,month_end,credit_item,loan_count,amount_rubles,loan_details
1917,Gimoretskoye,1,12,FarmBuildings,13,795,"постройка сараев, амбаров и др."
1917,Gimoretskoye,1,12,Housing,29,2101,ремонт домов
1917,Gimoretskoye,1,12,LandImprovement,3,170,обработка земли и полей
1917,Gimoretskoye,1,12,FarmTools,18,1030,покупка и починка орудий
1917,Gimoretskoye,1,12,Livestock,29,3810,"покупка лошадей, коров"
1917,Gimoretskoye,1,12,Seeds,2,85,покупка семян
1917,Gimoretskoye,1,12,CraftMaterials,8,800,покупка пяболовных снастей и др.
1917,Gimoretskoye,1,12,LaborFuel,2,70,наем рабочей силы
1917,Gimoretskoye,1,12,GoodsForSale,3,450,покупка рыбы
1917,Gimoretskoye,1,12,AnimalFeed,8,475,покупка корма для скота
1917,Gimoretskoye,1,12,Migration,2,60,на дорогу в бурлаки
1917,Gimoretskoye,1,12,PersonalExpenses,41,7858,покупка хлеба и одежды
1917,Ivinskoye,1,12,Housing,1,50,
1917,Ivinskoye,1,12,LandImprovement,6,540,
1917,Ivinskoye,1,12,Livestock,3,420,
1917,Ivinskoye,1,12,AnimalFeed,7,280,
1917,Ivinskoye,1,12,Migration,1,75,
1917,Ivinskoye,1,12,PersonalExpenses,11,576,
1917,Kolodozero,3,3,PersonalExpenses,11,236,ссуды выданы для покупки хлеба
1917,Kolodozero,12,12,Housing,3,110,
1917,Kolodozero,12,12,Livestock,3,140,
1917,Kolodozero,12,12,AnimalFeed,3,50,
1917,Korbozero,10,12,Housing,7,605,
1917,Korbozero,10,12,FarmTools,4,380,
1917,Korbozero,10,12,AnimalFeed,6,275,
1917,Korbozero,10,12,PersonalExpenses,9,425,
1917,Korbozero,7,9,Housing,4,315,
1917,Korbozero,7,9,Livestock,8,605,
1917,Korbozero,7,9,Seeds,10,300,
1917,Korbozero,7,9,AnimalFeed,13,200,
1917,Korbozero,6,6,Housing,1,100,
1917,Korbozero,6,6,Seeds,3,75,
1917,Korbozero,6,6,AnimalFeed,5,100,
1917,Korbozero,6,6,PersonalExpenses,2,40,
1917,Korbozero,1,3,Housing,8,913,
1917,Korbozero,1,3,FarmTools,3,72,
1917,Korbozero,1,3,Livestock,19,1318,
1917,Korbozero,1,3,Seeds,60,2014,
1917,Korbozero,1,3,LaborFuel,20,600,
1917,Korbozero,1,3,GoodsForSale,8,271,
1917,Krivetskoye,10,10,Housing,3,95,
1917,Krivetskoye,4,6,Housing,1,55,
1917,Krivetskoye,4,6,Livestock,2,160,
1917,Krivetskoye,4,6,Seeds,8,345,
1917,Krivetskoye,12,12,Livestock,3,400,
1917,Krivetskoye,12,12,Seeds,4,430,
1917,Krivetskoye,12,12,AnimalFeed,4,220,
1917,Krivetskoye,11,11,Livestock,2,100,
1917,Krivetskoye,11,11,AnimalFeed,3,130,
1917,Krivetskoye,7,9,Livestock,1,40,
1917,Krivetskoye,7,9,Seeds,5,180,
1917,Krivetskoye,7,9,AnimalFeed,7,280,
1917,Kupetskoye,1,3,FarmBuildings,1,30,на постройку сарая
1917,Kupetskoye,1,3,Housing,1,30,на печку
1917,Kupetskoye,1,3,FarmTools,2,70,на упряж
1917,Kupetskoye,1,3,Livestock,2,150,на лошадей
1917,Kupetskoye,1,3,Seeds,20,690,на семенной овес
1917,Kupetskoye,1,3,CraftMaterials,7,155,1 с. на железо и 6 с. - на кожу для сапог
1917,Kupetskoye,1,3,LaborFuel,2,45,на дрова
1917,Kupetskoye,1,3,PersonalExpenses,2,1030,1 с. на 1000 руб. - на покупку хлеба общественой лавкой для продажи населению; 1 с. на 30 руб. - на ученье
1917,Kupetskoye,10,12,FarmBuildings,12,492,на постройку и ремонт конюшен и сараев
1917,Kupetskoye,10,12,Housing,18,940,на ремонт и постройку дома и печей
1917,Kupetskoye,10,12,LandImprovement,2,105,на обработку земли
1917,Kupetskoye,10,12,FarmTools,11,450,"на покупку телег, саней и проч."
1917,Kupetskoye,10,12,Livestock,23,2020,на покупку лошадей и коров
1917,Kupetskoye,10,12,CraftMaterials,3,180,наем рабочих
1917,Kupetskoye,10,12,AnimalFeed,1,40,на покупку корма
1917,Kupetskoye,10,12,PersonalExpenses,18,780,на обувь
1917,Kuzaranda,1,3,Housing,17,706,
1917,Kuzaranda,1,3,FarmTools,3,115,
1917,Kuzaranda,1,3,CraftTools,5,120,
1917,Kuzaranda,1,3,Livestock,13,980,
1917,Kuzaranda,1,3,Seeds,16,505,
1917,Kuzaranda,1,3,LaborFuel,28,860,
1917,Kuzaranda,1,3,GoodsForSale,7,2950,
1917,Kuzaranda,1,3,AnimalFeed,6,159,
1917,Kuzaranda,1,3,Migration,23,711,
1917,Kuzaranda,1,3,DebtRepayment,6,145,
1917,Kuzaranda,1,3,LoanRefinancing,153,5320,на обучение детей 1 с.; на хлеб - 94 с.; на постройки 26 с.; на обувь 30 с.; на свадьбу 2 с.
1917,Ladvinskoye,1,12,LandPurchase,1,200,
1917,Ladvinskoye,1,12,FarmBuildings,3,105,
1917,Ladvinskoye,1,12,Housing,9,780,
1917,Ladvinskoye,1,12,LandImprovement,1,50,
1917,Ladvinskoye,1,12,FarmTools,7,255,
1917,Ladvinskoye,1,12,Livestock,28,3895,
1917,Ladvinskoye,1,12,Seeds,3,95,
1917,Ladvinskoye,1,12,CraftMaterials,2,200,
1917,Ladvinskoye,1,12,LaborFuel,17,755,
1917,Ladvinskoye,1,12,GoodsForSale,1,200,
1917,Ladvinskoye,1,12,AnimalFeed,3,420,
1917,Ladvinskoye,1,12,Migration,2,65,
1917,Ladvinskoye,1,12,PersonalExpenses,61,2335,
1917,Nigizhemskoye,7,9,LandPurchase,7,230,покупка земли в личн. Собствен.
1917,Nigizhemskoye,7,9,FarmBuildings,14,500,"постройка мельниц, сараев и т.д."
1917,Nigizhemskoye,7,9,Housing,5,120,постройка жилья и ремонт
1917,Nigizhemskoye,7,9,LandImprovement,3,75,усиление угодий
1917,Nigizhemskoye,7,9,FarmTools,5,160,покупка машин и пр.
1917,Nigizhemskoye,7,9,CraftTools,10,350,покупка и почин орудий и пр.
1917,Nigizhemskoye,7,9,Livestock,32,1230,"покупка лошадей, коров, овец и т.д."
1917,Nigizhemskoye,7,9,Seeds,20,780,покупка семян для посева
1917,Nigizhemskoye,7,9,CraftMaterials,18,270,"покупка кожи, меди, железа  пр."
1917,Nigizhemskoye,7,9,LaborFuel,5,180,наем машин и рабочей силы
1917,Nigizhemskoye,7,9,GoodsForSale,3,110,покупка разного рода товаров
1917,Nigizhemskoye,7,9,AnimalFeed,12,540,"покупка сена, овса и др."
1917,Nigizhemskoye,7,9,Migration,7,65,снаряжение в отхожие промыслы
1917,Nigizhemskoye,7,9,DebtRepayment,5,40,уплата частных долгов
1917,Nigizhemskoye,7,9,LoanRefinancing,5,70,переписка Товариществу
1917,Nigizhemskoye,7,9,PersonalExpenses,10,100,отопление и воспитание детей
1917,Nigizhemskoye,7,9,CropCollateral,5,70,ссуда под залог произведен.сх изделий
1917,Nigizhemskoye,1,3,LandPurchase,6,170,покупка земли в личную собственность
1917,Nigizhemskoye,1,3,FarmBuildings,4,190,покупка мельницы и кузниц
1917,Nigizhemskoye,1,3,Housing,20,440,"покупка домов, сараев"
1917,Nigizhemskoye,1,3,LandImprovement,3,100, покупка удобрений
1917,Nigizhemskoye,1,3,FarmTools,5,80,
1917,Nigizhemskoye,1,3,CraftTools,12,540,починка и покупка столярных инструментов
1917,Nigizhemskoye,1,3,Livestock,20,1450,"покупк лошадей, коров и овец"
1917,Nigizhemskoye,1,3,Rent,5,110,
1917,Nigizhemskoye,1,3,Seeds,35,1320,"покупка овса, ржи и семян"
1917,Nigizhemskoye,1,3,CraftMaterials,25,1230,покупка кожи
1917,Nigizhemskoye,1,3,LaborFuel,7,145,наём рабочих и покупка дров
1917,Nigizhemskoye,1,3,AnimalFeed,25,1450,одежда и обувь
1917,Nigizhemskoye,1,3,Migration,10,210,
1917,Nigizhemskoye,1,3,DebtRepayment,8,180,
1917,Nigizhemskoye,1,3,PersonalExpenses,20,240,воспитание детей
1917,Nigizhemskoye,1,3,CropCollateral,9,100,
1917,Nigizhemskoye,1,3,CraftCollateral,10,133,
1917,Nigizhemskoye,10,12,LandPurchase,2,75,покупка земли
1917,Nigizhemskoye,10,12,FarmBuildings,18,700,покупка мельниц и кузниц
1917,Nigizhemskoye,10,12,Housing,24,930,постройка для жилья
1917,Nigizhemskoye,10,12,LandImprovement,8,310,лучшение угодий
1917,Nigizhemskoye,10,12,FarmTools,26,1200,покупка и починка орудий
1917,Nigizhemskoye,10,12,CraftTools,13,320,покупка орудий
1917,Nigizhemskoye,10,12,Livestock,31,1170,покупка скота
1917,Nigizhemskoye,10,12,Seeds,16,430,покупка семян
1917,Nigizhemskoye,10,12,CraftMaterials,22,810,покупка материала
1917,Nigizhemskoye,10,12,LaborFuel,33,960,найм машин
1917,Nigizhemskoye,10,12,GoodsForSale,17,510,покупка товаров
1917,Nigizhemskoye,10,12,AnimalFeed,21,760,покупка корма
1917,Nigizhemskoye,10,12,Migration,4,140,снаряжение в отхожие промыслы
1917,Nigizhemskoye,10,12,DebtRepayment,6,120,уплата долгов
1917,Nigizhemskoye,10,12,PersonalExpenses,17,620,разные расходы
1917,Nigizhemskoye,10,12,CropCollateral,9,270,под залог разного рода произведений
1917,Nigizhemskoye,10,12,CraftCollateral,7,215,
1917,Nigizhemskoye,4,6,LandPurchase,5,175,Покупка земли в личную собственность
1917,Nigizhemskoye,4,6,FarmBuildings,8,215,"постройка кузниц, амбаров и др."
1917,Nigizhemskoye,4,6,Housing,14,450,постройка жилья и ремонт
1917,Nigizhemskoye,4,6,LandImprovement,5,220,"улучшение угодий, сады и огороды"
1917,Nigizhemskoye,4,6,FarmTools,5,180,покупка и починка машин
1917,Nigizhemskoye,4,6,CraftTools,5,360,покупка столярных инструментов
1917,Nigizhemskoye,4,6,Livestock,24,1750,"покупка лошадей, коров, овец и т.д."
1917,Nigizhemskoye,4,6,Rent,9,125,"аренда земли, мельниц и др."
1917,Nigizhemskoye,4,6,Seeds,25,970,покупка семян для посева
1917,Nigizhemskoye,4,6,CraftMaterials,7,400,"покупка материалов, сукно, кожи, шерсти, железа и др. материалов"
1917,Nigizhemskoye,4,6,LaborFuel,15,250,наем рабочей силы для уборки сена
1917,Nigizhemskoye,4,6,GoodsForSale,4,150,покупка разного рода товаров
1917,Nigizhemskoye,4,6,AnimalFeed,10,380,покупка корма для скота
1917,Nigizhemskoye,4,6,PersonalExpenses,10,185,"воспитание детей, наряды и т.д."
1917,Nigizhemskoye,4,6,CropCollateral,5,75,ссуды под залог сельского хозяйства
1917,Nigizhemskoye,4,6,CraftCollateral,3,160,под залог ремесленных и кустарных произв.
1917,Padanskoye,1,3,FarmBuildings,1,20,постройка сараев
1917,Padanskoye,1,3,Housing,5,225,ремонт жилых помещений
1917,Padanskoye,1,3,FarmTools,4,175,покупка экипажей
1917,Padanskoye,1,3,Livestock,34,1970,приобретение домашних животных
1917,Padanskoye,1,3,Seeds,23,470,
1917,Padanskoye,1,3,LaborFuel,2,100,наем рабочей силы
1917,Padanskoye,1,3,AnimalFeed,10,425,покупка овса и проч.
1917,Padanskoye,1,3,PersonalExpenses,32,1760,"заготовка дров, воспитание детей и др."
1917,Peschanoye,4,12,FarmBuildings,4,100,на ремонт сараев
1917,Peschanoye,4,12,Housing,10,400,2 с. на постройку и 2 с. - на ремонт жилищ
1917,Peschanoye,4,12,Livestock,5,100,на нетель и овец
1917,Peschanoye,4,12,Seeds,13,258,
1917,Peschanoye,4,12,CraftMaterials,3,50,на кожу
1917,Peschanoye,4,12,LaborFuel,18,275,на наем рабочих
1917,Peschanoye,4,12,AnimalFeed,10,200,
1917,Peschanoye,4,12,DebtRepayment,1,27,
1917,Peschanoye,4,12,PersonalExpenses,10,180,на хлеб
1917,Peschanoye,1,3,Housing,4,150,на обделку домов
1917,Peschanoye,1,3,Livestock,8,570,на лошадей
1917,Peschanoye,1,3,Seeds,5,199,на овес и жито
1917,Peschanoye,1,3,CraftMaterials,12,635,на материал для рыбных ловушек и на кожу
1917,Peschanoye,1,3,LaborFuel,6,175,на наем рабочих
1917,Peschanoye,1,3,AnimalFeed,3,70,сено и овес
1917,Peschanoye,1,3,DebtRepayment,3,100,
1917,Peschanoye,1,3,PersonalExpenses,17,308,2 с. на свадьбу; 1 с. на мебель; 14 с. - на хлеб
1917,Pudozhgorskoye,1,3,Housing,30,1000,"на постройку домов, бань, гумен"
1917,Pudozhgorskoye,1,3,Livestock,40,1500,"на покупку скота, лошадей и коров"
1917,Pudozhgorskoye,1,3,Seeds,20,500,на покупку семян для посева
1917,Pudozhgorskoye,1,3,AnimalFeed,15,300,"на покупку корма скоту, сена и соломы"
1917,Pudozhgorskoye,1,3,PersonalExpenses,5,310,на свадьбы
1917,Sennaya Guba,1,12,Housing,7,505,
1917,Sennaya Guba,1,12,Livestock,12,865,
1917,Sennaya Guba,1,12,Seeds,2,65,
1917,Sennaya Guba,1,12,CraftMaterials,5,390,
1917,Sennaya Guba,1,12,LaborFuel,27,1085,
1917,Sennaya Guba,1,12,GoodsForSale,19,2990,
1917,Sennaya Guba,1,12,Migration,3,50,
1917,Sennaya Guba,1,12,PersonalExpenses,89,2041,
1917,Sennaya Guba,1,12,ConsumerSocietyLoan,2,1900,
1917,Sennaya Guba,1,12,FoodCommitteeLoan,1,2000,
1917,Shalskoye,8,8,PersonalExpenses,7,660,на обувь и одежду
1917,Shalskoye,6,7,Livestock,5,1800,
1917,Shalskoye,6,7,LaborFuel,7,2800,
1917,Shalskoye,6,7,LoanRefinancing,1,12140,выдана Шальскому об-в потребителей
1917,Shalskoye,6,7,PersonalExpenses,3,1000,
1917,Shalskoye,10,12,FarmBuildings,10,1290,"на ремонт и постройку мельниц, амбаров, сараев"
1917,Shalskoye,10,12,Housing,16,2260,8 с. на постройку и 8 с. на ремонт
1917,Shalskoye,10,12,Livestock,19,4200,12 с. на лошадей и 7 с. на коров
1917,Shalskoye,10,12,Seeds,16,960,
1917,Shalskoye,10,12,LaborFuel,10,450,на наем рабочих
1917,Shalskoye,10,12,GoodsForSale,2,30000,на ржаную муку Пудожскому союзу потребительских обществ и Шальскому об-ву потребителей
1917,Shalskoye,10,12,AnimalFeed,9,902,
1917,Shalskoye,10,12,CraftCollateral,1,130,на обзаведение хозяйством 
1917,Shalskoye,4,5,FarmBuildings,15,1200,
1917,Shalskoye,4,5,Livestock,5,1365,
1917,Shalskoye,4,5,Seeds,20,5400,
1917,Vedlozero,12,12,Livestock,2,210,
1917,Vedlozero,12,12,PersonalExpenses,11,820,
1917,Vedlozero,3,3,Housing,1,50,
1917,Vedlozero,3,3,Rent,10,230,
1917,Vedlozero,7,7,Housing,4,290,
1917,Vedlozero,7,7,Livestock,3,200,
1917,Vedlozero,7,7,Seeds,8,330,
1917,Vedlozero,7,7,PersonalExpenses,2,70,
1917,Vedlozero,5,5,Housing,5,200,
1917,Vedlozero,5,5,Livestock,1,60,
1917,Vedlozero,5,5,Seeds,6,225,
1917,Vedlozero,5,5,PersonalExpenses,5,115,
1917,Vedlozero,6,6,Housing,4,195,
1917,Vedlozero,6,6,LandImprovement,1,50,
1917,Vedlozero,6,6,Livestock,2,200,
1917,Vedlozero,6,6,Seeds,1,40,
1917,Vedlozero,6,6,PersonalExpenses,1,50,
1917,Vedlozero,4,4,Housing,1,50,
1917,Vedlozero,4,4,Livestock,1,25,
1917,Vedlozero,4,4,Seeds,7,270,
1917,Vedlozero,1,1,FarmBuildings,4,160,
1917,Vedlozero,1,1,Livestock,1,50,
1917,Vedlozero,2,2,Housing,2,180,
1917,Vedlozero,2,2,Seeds,8,320,
1917,Vedlozero,2,2,PersonalExpenses,3,120,
1917,Vedlozero,8,8,Housing,6,460,
1917,Vedlozero,8,8,Livestock,1,100,
1917,Vedlozero,8,8,PersonalExpenses,3,105,
1917,Vedlozero,9,9,Housing,9,565,
1917,Vedlozero,9,9,Livestock,5,350,
1917,Vedlozero,9,9,CraftMaterials,2,250,
1917,Vedlozero,9,9,PersonalExpenses,5,210,
1917,Vedlozero,11,11,Livestock,1,35,
1917,Vedlozero,11,11,GoodsForSale,1,100,
1917,Vedlozero,11,11,PersonalExpenses,2,145,
1917,Velikodvorskoye,7,7,FarmBuildings,2,70,
1917,Velikodvorskoye,7,7,LaborFuel,2,47,
